KINDCODE,DAMAGEDATE,REPORTDATE,ENDCASEDATE,inc,policycode,claimcode
车损险,15SEP2015:11:55:00,15SEP2015:12:59:00,20SEP2015:11:09:08,2250,P806,C230
三者险,23SEP2015:10:25:00,23SEP2015:15:24:00,23SEP2015:17:21:16,0,P715,C231
车损险,24SEP2015:11:30:00,24SEP2015:14:20:00,24SEP2015:16:40:15,1500,P800,C232
三者险,24SEP2015:11:30:00,24SEP2015:14:20:00,24SEP2015:16:40:15,0,P800,C232
车损险,28SEP2015:07:15:00,28SEP2015:07:57:00,28SEP2015:09:44:45,210,P794,C233
车损险,26SEP2015:07:25:00,26SEP2015:07:31:00,02OCT2015:15:57:48,900.8,P850,C234
三者险,26SEP2015:07:25:00,26SEP2015:07:31:00,02OCT2015:15:57:48,0,P850,C234
车损险,02OCT2015:14:30:00,02OCT2015:14:42:00,02OCT2015:19:50:52,1400,P695,C235
玻璃破碎险,08OCT2015:18:00:00,09OCT2015:13:03:00,09OCT2015:20:30:23,500,P674,C236
三者险,11OCT2015:11:45:00,11OCT2015:11:48:00,11OCT2015:13:53:28,0,P828,C237
车损险,11OCT2015:11:45:00,11OCT2015:11:48:00,11OCT2015:13:53:28,600,P828,C237
三者险,30SEP2015:10:20:00,12OCT2015:10:45:00,12OCT2015:14:54:07,0,P724,C238
车损险,30SEP2015:10:20:00,12OCT2015:10:45:00,12OCT2015:14:54:07,3300,P724,C238
车损险,19OCT2015:07:55:00,20OCT2015:09:11:00,20OCT2015:16:12:37,400,P748,C239
三者险,19OCT2015:07:55:00,20OCT2015:09:11:00,20OCT2015:16:12:37,0,P748,C239
车损险,19OCT2015:22:40:00,20OCT2015:07:22:00,10NOV2015:11:41:00,6200,P804,C240
划痕险,26OCT2015:07:30:00,26OCT2015:14:25:00,26OCT2015:17:36:18,1700,P732,C241
车损险,03NOV2015:17:20:00,03NOV2015:17:26:00,03NOV2015:21:32:22,0,P779,C242
三者险,04NOV2015:19:20:00,04NOV2015:19:23:00,05NOV2015:08:11:59,0,P844,C243
车损险,06NOV2015:12:50:00,06NOV2015:12:59:00,06JAN2016:20:46:27,2400,P808,C244
车损险,07NOV2015:07:00:00,08NOV2015:09:42:00,08NOV2015:10:59:37,210,P797,C245
三者险,06NOV2015:09:00:00,06NOV2015:10:38:00,07JAN2016:13:51:38,2460,P857,C246
车损险,06NOV2015:09:00:00,06NOV2015:10:38:00,07JAN2016:13:51:38,1680,P857,C246
车损险,14NOV2015:12:10:00,14NOV2015:13:00:00,14NOV2015:14:06:59,0,P778,C247
三者险,14NOV2015:12:10:00,14NOV2015:13:00:00,14NOV2015:14:06:59,1640,P778,C247
划痕险,14NOV2015:08:00:00,15NOV2015:14:29:00,15NOV2015:15:57:53,1700,P778,C248
车损险,15NOV2015:14:20:00,15NOV2015:14:26:00,15NOV2015:16:14:05,750,P778,C249
三者险,15NOV2015:20:55:00,15NOV2015:21:03:00,16NOV2015:11:10:48,0,P765,C250
车损险,15NOV2015:20:55:00,15NOV2015:21:03:00,16NOV2015:11:10:48,700,P765,C250
车损险,16NOV2015:23:00:00,17NOV2015:08:49:00,17NOV2015:15:28:16,1600,P847,C251
三者险,16NOV2015:23:00:00,17NOV2015:08:49:00,17NOV2015:15:28:16,0,P847,C251
车损险,29NOV2015:10:05:00,29NOV2015:10:09:00,29NOV2015:16:04:37,2200,P800,C252
车损险,29NOV2015:14:00:00,30NOV2015:13:26:00,30NOV2015:16:06:26,1000,P855,C253
三者险,29NOV2015:14:00:00,30NOV2015:13:26:00,30NOV2015:16:06:26,0,P855,C253
车损险,07DEC2015:10:00:00,07DEC2015:14:22:00,07DEC2015:15:30:45,1200,P747,C254
划痕险,11DEC2015:10:55:00,11DEC2015:10:57:00,11DEC2015:13:14:58,2380,P706,C255
车损险,11DEC2015:13:55:00,11DEC2015:13:58:00,11DEC2015:17:11:58,1400,P777,C256
划痕险,13DEC2015:07:30:00,13DEC2015:08:01:00,13DEC2015:14:49:55,1700,P855,C257
三者险,12DEC2015:21:40:00,12DEC2015:21:48:00,19DEC2015:10:09:36,0,P817,C258
车损险,12DEC2015:21:40:00,12DEC2015:21:48:00,19DEC2015:10:09:36,1400,P817,C258
车损险,16DEC2015:13:30:00,16DEC2015:13:34:00,18DEC2015:10:46:33,1100,P711,C259
三者险,18DEC2015:14:17:00,18DEC2015:15:47:00,14JAN2016:15:10:53,3000,P717,C260
车损险,18DEC2015:14:17:00,18DEC2015:15:47:00,14JAN2016:15:10:53,2400,P717,C260
车损险,30DEC2015:12:00:00,30DEC2015:14:49:00,30DEC2015:19:38:53,1700,P714,C261
三者险,30DEC2015:12:00:00,30DEC2015:14:49:00,30DEC2015:19:38:53,0,P714,C261
车损险,01JAN2016:10:50:00,01JAN2016:10:56:00,13JAN2016:09:28:37,850,P813,C262
三者险,01JAN2016:10:50:00,01JAN2016:10:56:00,13JAN2016:09:28:37,0,P813,C262
车损险,01JAN2016:09:00:00,02JAN2016:17:49:00,03JAN2016:10:51:54,1300,P850,C263
车损险,10JAN2016:07:30:00,10JAN2016:14:14:00,10JAN2016:23:09:33,1400,P732,C264
三者险,10JAN2016:07:30:00,10JAN2016:14:14:00,10JAN2016:23:09:33,1000,P732,C264
车损险,15JAN2016:23:10:00,16JAN2016:07:47:00,17JAN2016:10:24:53,1880.4,P815,C265
车损险,21JAN2016:15:00:00,21JAN2016:15:02:00,21JAN2016:17:16:57,1500,P867,C266
车损险,21JAN2016:15:30:00,21JAN2016:15:55:00,21JAN2016:17:23:27,1600,P730,C267
车损险,24JAN2016:19:45:00,24JAN2016:19:51:00,21APR2016:11:29:33,0,P828,C268
三者险,24JAN2016:19:45:00,24JAN2016:19:51:00,21APR2016:11:29:33,0,P828,C268
车损险,26JAN2016:21:55:00,26JAN2016:21:58:00,27JAN2016:11:02:38,3300,P825,C269
车损险,31JAN2016:07:30:00,31JAN2016:09:57:00,31JAN2016:17:07:47,1050,P769,C270
车损险,08FEB2016:16:30:00,08FEB2016:16:37:00,05MAY2016:11:24:36,41300,P812,C271
车损险,15FEB2016:19:35:00,16FEB2016:10:37:00,16FEB2016:14:06:41,770,P850,C272
车损险,18FEB2016:10:15:00,18FEB2016:10:18:00,18FEB2016:11:13:15,1300,P785,C273
车损险,12FEB2016:23:00:00,12FEB2016:23:05:00,02MAR2016:20:02:12,3500,P853,C274
三者险,12FEB2016:23:00:00,12FEB2016:23:05:00,02MAR2016:20:02:12,1000,P853,C274
车损险,21FEB2016:08:20:00,21FEB2016:08:40:00,21FEB2016:13:31:12,500,P806,C275
三者险,21FEB2016:08:20:00,21FEB2016:08:40:00,21FEB2016:13:31:12,0,P806,C275
三者险,01MAR2016:09:40:00,01MAR2016:09:43:00,01MAR2016:11:42:37,0,P715,C276
车损险,01MAR2016:09:40:00,01MAR2016:09:43:00,01MAR2016:11:42:37,800,P715,C276
车损险,11MAR2016:11:30:00,11MAR2016:12:53:00,11MAR2016:14:11:34,1600,P745,C277
车损险,15MAR2016:13:30:00,15MAR2016:14:08:00,15MAR2016:14:52:47,1600,P747,C278
车损险,16MAR2016:09:30:00,16MAR2016:10:18:00,16MAR2016:13:28:02,1500,P873,C279
车损险,12MAR2016:10:00:00,12MAR2016:10:04:00,10APR2016:16:36:15,8300,P803,C280
三者险,12MAR2016:10:00:00,12MAR2016:10:04:00,10APR2016:16:36:15,2800,P803,C280
车损险,17MAR2016:13:45:00,17MAR2016:13:48:00,17MAR2016:14:44:11,2000,P792,C281
车损险,18MAR2016:10:00:00,18MAR2016:12:19:00,18MAR2016:14:43:30,630,P770,C282
车损险,23MAR2016:09:30:00,23MAR2016:10:10:00,23MAR2016:22:18:19,950,P728,C283
三者险,23MAR2016:09:30:00,23MAR2016:10:10:00,23MAR2016:22:18:19,0,P728,C283
车损险,30MAR2016:13:20:00,30MAR2016:13:23:00,30MAR2016:17:18:48,800,P789,C284
三者险,30MAR2016:13:20:00,30MAR2016:13:23:00,30MAR2016:17:18:48,0,P789,C284
三者险,01APR2016:09:27:00,01APR2016:13:13:00,06APR2016:17:24:28,0,P874,C285
车损险,01APR2016:09:27:00,01APR2016:13:13:00,06APR2016:17:24:28,1000,P874,C285
车损险,05APR2016:22:00:00,06APR2016:10:52:00,07APR2016:13:45:41,700,P755,C286
三者险,05APR2016:22:00:00,06APR2016:10:52:00,07APR2016:13:45:41,0,P755,C286
三者险,06APR2016:09:50:00,06APR2016:09:54:00,21APR2016:11:30:54,1000,P817,C287
车损险,06APR2016:09:50:00,06APR2016:09:54:00,21APR2016:11:30:54,7800,P817,C287
车损险,20APR2016:11:00:00,20APR2016:16:59:00,22APR2016:15:36:25,1800.46,P792,C288
车损险,29APR2016:15:15:00,29APR2016:15:33:00,29APR2016:18:43:39,800,P780,C289
三者险,30APR2016:13:20:00,30APR2016:13:27:00,30APR2016:19:07:12,0,P815,C290
车损险,30APR2016:13:20:00,30APR2016:13:27:00,30APR2016:19:07:12,800,P815,C290
三者险,26APR2016:10:22:00,06MAY2016:13:48:00,06MAY2016:16:34:38,0,P826,C291
车损险,26APR2016:10:22:00,06MAY2016:13:48:00,06MAY2016:16:34:38,800,P826,C291
车损险,08MAY2016:14:55:00,08MAY2016:15:17:00,08MAY2016:16:31:42,2500,P724,C292
三者险,08MAY2016:14:55:00,08MAY2016:15:17:00,08MAY2016:16:31:42,0,P724,C292
三者险,13MAY2016:10:40:00,13MAY2016:11:22:00,13MAY2016:13:08:47,0,P835,C293
车损险,13MAY2016:10:40:00,13MAY2016:11:22:00,13MAY2016:13:08:47,1550,P835,C293
三者险,17MAY2016:20:00:00,17MAY2016:20:22:00,18MAY2016:10:55:08,0,P769,C294
车损险,17MAY2016:20:00:00,17MAY2016:20:22:00,18MAY2016:10:55:08,550,P769,C294
车损险,18MAY2016:10:09:00,22MAY2016:16:37:00,08JUN2016:14:08:30,2200,P822,C295
车损险,29MAY2016:14:50:00,29MAY2016:14:53:00,08JUN2016:10:24:38,400,P805,C296
三者险,29MAY2016:14:50:00,29MAY2016:14:53:00,08JUN2016:10:24:38,2900,P805,C296
车损险,07JUN2016:14:30:00,07JUN2016:15:38:00,08JUN2016:17:23:01,2400,P760,C297
车损险,09JUN2016:00:30:00,09JUN2016:13:18:00,09JUN2016:18:49:38,630,P857,C298
车损险,09JUN2016:09:30:00,09JUN2016:09:37:00,10JUN2016:10:41:08,732.9,P858,C299
车损险,21JUN2016:08:00:00,21JUN2016:08:17:00,21JUN2016:16:31:01,750,P741,C300
玻璃破碎险,23JUN2016:08:54:00,23JUN2016:09:55:00,23JUN2016:13:33:27,600,P787,C301
三者险,22JUN2016:16:40:00,23JUN2016:08:39:00,23JUN2016:20:13:43,0,P878,C302
车损险,22JUN2016:16:40:00,23JUN2016:08:39:00,23JUN2016:20:13:43,700,P878,C302
车损险,28JUN2016:14:00:00,29JUN2016:11:23:00,29JUN2016:14:12:34,3500,P732,C303
三者险,28JUN2016:14:00:00,29JUN2016:11:23:00,29JUN2016:14:12:34,0,P732,C303
车损险,30JUN2016:15:20:00,30JUN2016:15:50:00,30JUN2016:21:40:31,1700,P789,C304
车损险,02JUL2016:11:30:00,02JUL2016:16:09:00,02JUL2016:22:24:59,1190,P765,C305
三者险,04JUL2016:15:20:00,04JUL2016:15:26:00,04JUL2016:17:38:45,0,P795,C306
车损险,04JUL2016:15:20:00,04JUL2016:15:26:00,04JUL2016:17:38:45,3803.71,P795,C306
玻璃破碎险,07JUL2016:15:10:00,07JUL2016:16:21:00,07JUL2016:23:22:45,700,P731,C307
划痕险,07JUL2016:13:20:00,07JUL2016:14:26:00,07JUL2016:23:17:01,1700,P731,C308
车损险,13JUL2016:09:05:00,13JUL2016:09:07:00,13JUL2016:22:40:40,900,P763,C309
三者险,14JUL2016:08:50:00,14JUL2016:09:32:00,18JUL2016:15:50:36,0,P856,C310
车损险,14JUL2016:08:50:00,14JUL2016:09:32:00,18JUL2016:15:50:36,2300,P856,C310
三者险,24JUL2016:12:00:00,24JUL2016:12:28:00,24JUL2016:21:36:28,0,P850,C311
车损险,24JUL2016:12:00:00,24JUL2016:12:28:00,24JUL2016:21:36:28,1500,P850,C311
车损险,25JUL2016:17:00:00,25JUL2016:17:09:00,25JUL2016:21:35:46,1100.4,P789,C312
三者险,25JUL2016:17:00:00,25JUL2016:17:09:00,25JUL2016:21:35:46,0,P789,C312
三者险,29JUL2016:12:40:00,29JUL2016:12:50:00,29JUL2016:15:48:53,0,P850,C313
车损险,29JUL2016:12:40:00,29JUL2016:12:50:00,29JUL2016:15:48:53,1100.99,P850,C313
三者险,31JUL2016:12:10:00,31JUL2016:13:25:00,01AUG2016:10:28:56,0,P744,C314
车损险,01AUG2016:16:10:00,01AUG2016:16:19:00,01AUG2016:17:18:25,1260,P806,C315
三者险,07AUG2016:09:00:00,07AUG2016:11:28:00,10AUG2016:21:20:33,0,P868,C316
车损险,07AUG2016:09:00:00,07AUG2016:11:28:00,10AUG2016:21:20:33,800,P868,C316
车损险,17AUG2016:18:00:00,17AUG2016:19:27:00,23AUG2016:15:38:08,5000,P746,C317
车损险,29AUG2016:12:30:00,29AUG2016:13:35:00,07SEP2016:10:50:07,1000,P897,C318
车损险,25AUG2016:20:00:00,31AUG2016:14:30:00,22SEP2016:14:54:00,3780,P846,C319
车损险,11SEP2016:19:25:00,11SEP2016:19:33:00,19SEP2016:11:23:54,2240,P765,C320
车损险,23SEP2016:15:40:00,23SEP2016:15:49:00,24SEP2016:14:01:53,1400,P874,C321
三者险,23SEP2016:15:40:00,23SEP2016:15:49:00,24SEP2016:14:01:53,0,P874,C321
车损险,25SEP2016:05:22:00,25SEP2016:05:28:00,27SEP2016:22:47:47,1600,P918,C322
三者险,25SEP2016:05:22:00,25SEP2016:05:28:00,27SEP2016:22:47:47,0,P918,C322
车损险,04OCT2016:11:50:00,04OCT2016:12:36:00,06OCT2016:11:43:49,1330,P862,C323
车损险,07OCT2016:17:00:00,07OCT2016:17:09:00,08OCT2016:14:46:53,2500,P884,C324
车损险,28OCT2016:21:35:00,29OCT2016:09:51:00,29OCT2016:19:41:37,1000,P878,C325
车损险,29OCT2016:08:15:00,29OCT2016:08:23:00,31OCT2016:10:07:02,1400,P931,C326
三者险,29OCT2016:08:15:00,29OCT2016:08:23:00,31OCT2016:10:07:02,0,P931,C326
车损险,22NOV2016:12:50:00,22NOV2016:12:53:00,22NOV2016:19:05:02,1200,P893,C327
车损险,29NOV2016:08:00:00,29NOV2016:08:22:00,29NOV2016:10:49:11,2100,P882,C328
三者险,29NOV2016:08:00:00,29NOV2016:08:22:00,29NOV2016:10:49:11,0,P882,C328
车损险,16DEC2016:10:30:00,16DEC2016:11:02:00,16DEC2016:12:29:07,1400,P895,C329
划痕险,19DEC2016:08:00:00,19DEC2016:14:15:00,19DEC2016:19:37:36,1700,P884,C330
三者险,12JAN2017:18:15:00,12JAN2017:18:21:00,12JAN2017:19:41:49,0,P903,C331
车损险,12JAN2017:18:15:00,12JAN2017:18:21:00,12JAN2017:19:41:49,900,P903,C331
车损险,29JAN2017:19:30:00,29JAN2017:19:40:00,07FEB2017:10:26:48,1550,P931,C332
车损险,16MAR2017:08:30:00,17MAR2017:10:07:00,17MAR2017:14:53:58,1300,P891,C333
三者险,16MAR2017:08:30:00,17MAR2017:10:07:00,17MAR2017:14:53:58,0,P891,C333
三者险,18MAR2017:08:30:00,18MAR2017:08:32:00,02MAY2017:17:45:06,1000,P931,C334
车损险,18MAR2017:08:30:00,18MAR2017:08:32:00,02MAY2017:17:45:06,200,P931,C334
车损险,04APR2017:08:15:00,04APR2017:08:44:00,04APR2017:09:47:11,3500,P882,C335
三者险,24SEP2016:18:20:00,24SEP2016:18:28:00,11OCT2016:16:35:02,4680,P939,C336
车损险,24SEP2016:18:20:00,24SEP2016:18:28:00,11OCT2016:16:35:02,3960,P939,C336
车损险,25NOV2016:21:35:00,25NOV2016:22:01:00,27NOV2016:09:00:13,1400,P946,C337
车损险,13DEC2016:17:40:00,13DEC2016:17:56:00,14DEC2016:16:44:02,1400,P975,C338
车损险,01FEB2017:08:10:00,01FEB2017:08:12:00,14FEB2017:16:10:51,2400,P958,C339
车损险,16FEB2017:10:30:00,16FEB2017:10:34:00,25FEB2017:16:08:02,19000,P953,C340
车损险,03MAR2017:10:15:00,03MAR2017:10:31:00,15MAR2017:19:52:32,4260,P977,C341
三者险,03MAR2017:10:15:00,03MAR2017:10:31:00,15MAR2017:19:52:32,10000,P977,C341
车损险,29APR2017:20:15:00,29APR2017:20:22:00,30APR2017:14:09:01,1100,P955,C342
三者险,29APR2017:20:15:00,29APR2017:20:22:00,30APR2017:14:09:01,0,P955,C342
车损险,08MAY2017:14:00:00,08MAY2017:14:30:00,09MAY2017:10:43:31,400,P971,C343
车损险,09JUN2017:13:40:00,10JUN2017:15:14:00,11JUN2017:16:34:19,1300,P977,C344
三者险,09JUN2017:13:40:00,10JUN2017:15:14:00,11JUN2017:16:34:19,0,P977,C344
交强险,15JUL2014:15:30:00,15JUL2014:15:33:00,16JUL2014:14:14:53,1850,P1022,C345
交强险,15AUG2015:20:35:00,15AUG2015:20:39:00,17AUG2015:11:57:36,1000,P1025,C346
三者险,15JUL2014:15:30:00,15JUL2014:15:33:00,16JUL2014:14:14:53,0,P1032,C347
车损险,15JUL2014:15:30:00,15JUL2014:15:33:00,16JUL2014:14:14:53,1500,P1032,C347
车损险,15AUG2015:20:35:00,15AUG2015:20:39:00,17AUG2015:11:57:36,575,P1037,C348
三者险,15AUG2015:20:35:00,15AUG2015:20:39:00,17AUG2015:11:57:36,0,P1037,C348
交强险,18MAR2014:09:30:00,18MAR2014:10:04:00,18MAR2014:14:18:44,0,P1045,C349
交强险,26JUN2014:18:15:00,26JUN2014:18:18:00,08JUL2014:09:35:25,2100,P1046,C350
交强险,13JUL2014:12:50:00,13JUL2014:13:21:00,13JUL2014:17:04:59,1900,P1044,C351
交强险,23SEP2014:13:00:00,23SEP2014:13:41:00,23SEP2014:17:17:03,1700,P1044,C352
交强险,25OCT2014:13:00:00,25OCT2014:14:26:00,25OCT2014:18:01:51,800,P1048,C353
交强险,17NOV2014:11:00:00,17NOV2014:12:12:00,28NOV2014:14:48:58,1400,P1049,C354
交强险,26SEP2016:07:40:00,26SEP2016:07:47:00,26SEP2016:21:15:59,1400,P1056,C355
车损险,18MAR2014:09:30:00,18MAR2014:10:04:00,18MAR2014:14:18:44,1200,P1058,C356
车损险,17APR2014:07:50:00,17APR2014:08:05:00,25APR2014:13:01:12,1200,P1059,C357
车损险,03JUN2014:09:15:00,03JUN2014:09:56:00,03JUN2014:12:27:47,1600,P1058,C358
车损险,26JUN2014:18:15:00,26JUN2014:18:18:00,08JUL2014:09:35:25,2900,P1059,C359
三者险,26JUN2014:18:15:00,26JUN2014:18:18:00,08JUL2014:09:35:25,1300,P1059,C359
三者险,13JUL2014:12:50:00,13JUL2014:13:21:00,13JUL2014:17:04:59,0,P1057,C360
车损险,13JUL2014:12:50:00,13JUL2014:13:21:00,13JUL2014:17:04:59,1700,P1057,C360
车损险,16JUL2014:09:40:00,16JUL2014:10:06:00,16JUL2014:20:26:17,1500,P1058,C361
三者险,23SEP2014:13:00:00,23SEP2014:13:41:00,23SEP2014:17:17:03,0,P1057,C362
车损险,23SEP2014:13:00:00,23SEP2014:13:41:00,23SEP2014:17:17:03,800,P1057,C362
车损险,17NOV2014:11:00:00,17NOV2014:12:12:00,28NOV2014:14:48:58,700,P1061,C363
三者险,17NOV2014:11:00:00,17NOV2014:12:12:00,28NOV2014:14:48:58,0,P1061,C363
划痕险,31JAN2015:11:00:00,31JAN2015:11:09:00,31JAN2015:14:43:17,2000,P1059,C364
三者险,26SEP2016:07:40:00,26SEP2016:07:47:00,26SEP2016:21:15:59,0,P1068,C365
车损险,26SEP2016:07:40:00,26SEP2016:07:47:00,26SEP2016:21:15:59,1900,P1068,C365
交强险,11MAY2016:16:35:00,11MAY2016:17:08:00,13MAY2016:17:15:37,600,P1078,C366
交强险,06JAN2017:07:30:00,06JAN2017:10:20:00,06JAN2017:10:57:06,1200,P1083,C367
划痕险,03MAR2016:20:00:00,04MAR2016:15:29:00,05MAR2016:00:17:09,4250,P1089,C368
车损险,17AUG2015:12:20:00,17AUG2015:12:24:00,17AUG2015:16:07:47,980,P1093,C369
三者险,11MAY2016:16:35:00,11MAY2016:17:08:00,13MAY2016:17:15:37,0,P1097,C370
车损险,11MAY2016:16:35:00,11MAY2016:17:08:00,13MAY2016:17:15:37,1440,P1097,C370
车损险,30DEC2016:08:30:00,30DEC2016:15:12:00,31DEC2016:12:10:47,1000,P1100,C371
车损险,06JAN2017:07:30:00,06JAN2017:10:20:00,06JAN2017:10:57:06,1200,P1103,C372
三者险,06JAN2017:07:30:00,06JAN2017:10:20:00,06JAN2017:10:57:06,0,P1103,C372
车损险,11DEC2014:18:10:00,11DEC2014:18:14:00,13DEC2014:08:20:36,2140.4,P1111,C373
车损险,16APR2015:19:05:00,16APR2015:19:07:00,17APR2015:11:54:17,1615,P1117,C374
车损险,17APR2015:07:45:00,17APR2015:07:47:00,17APR2015:12:04:19,1500,P1117,C375
交强险,26MAR2015:14:45:00,26MAR2015:14:47:00,26MAR2015:16:00:28,600,P1122,C376
三者险,26MAR2015:14:45:00,26MAR2015:14:47:00,26MAR2015:16:00:28,0,P1127,C377
车损险,01JUL2016:16:20:00,01JUL2016:16:26:00,03JUL2016:17:13:42,1600,P1128,C378
车损险,27AUG2014:08:30:00,27AUG2014:11:23:00,27AUG2014:14:22:30,1000,P1132,C379
车损险,07APR2015:09:00:00,07APR2015:10:03:00,07APR2015:10:39:09,1000,P1132,C380
车损险,08JUN2015:16:35:00,08JUN2015:16:42:00,08JUN2015:17:47:27,600,P1155,C381
车损险,08JUL2016:10:00:00,08JUL2016:10:43:00,08JUL2016:15:02:58,1610,P1157,C382
交强险,27JAN2017:15:10:00,27JAN2017:15:15:00,03MAR2017:18:09:37,7941,P1168,C383
三者险,27JAN2017:15:10:00,27JAN2017:15:15:00,03MAR2017:18:09:47,0,P1169,C384
车损险,27JAN2017:15:10:00,27JAN2017:15:15:00,03MAR2017:18:09:47,0,P1169,C384
车损险,28APR2015:19:00:00,29APR2015:10:55:00,30APR2015:13:56:59,1169,P1187,C385
交强险,24MAY2014:10:00:00,24MAY2014:10:51:00,18AUG2014:12:23:59,21319,P1223,C386
交强险,06JUL2014:16:10:00,06JUL2014:16:31:00,06JUL2014:19:57:16,800,P1213,C387
交强险,03OCT2014:12:45:00,03OCT2014:12:49:00,03OCT2014:16:41:39,400,P1220,C388
交强险,12OCT2014:16:15:00,12OCT2014:16:23:00,12OCT2014:21:08:23,400,P1256,C389
交强险,20NOV2014:15:00:00,20NOV2014:15:12:00,30JAN2015:09:33:24,2100,P1245,C390
交强险,24NOV2014:08:05:00,24NOV2014:08:21:00,25NOV2014:09:08:22,600,P1205,C391
交强险,01DEC2014:17:58:00,01DEC2014:17:59:00,02DEC2014:14:28:11,200,P1214,C392
交强险,07DEC2014:07:50:00,07DEC2014:08:17:00,09DEC2014:17:49:47,300,P1250,C393
交强险,19DEC2014:08:00:00,19DEC2014:08:06:00,30DEC2014:10:45:48,2100,P1241,C394
交强险,09JAN2015:09:00:00,09JAN2015:09:07:00,09JAN2015:13:18:46,2000,P1253,C395
交强险,10JAN2015:21:00:00,11JAN2015:07:46:00,14JAN2015:09:25:42,600,P1243,C396
交强险,18JAN2015:15:30:00,18JAN2015:15:38:00,19JAN2015:17:10:04,450,P1306,C397
交强险,14JAN2015:06:50:00,14JAN2015:06:55:00,05JUN2015:13:52:04,14285.92,P1269,C398
交强险,27JAN2015:09:38:00,27JAN2015:09:41:00,28JAN2015:10:49:28,500,P1235,C399
交强险,01FEB2015:14:25:00,01FEB2015:14:28:00,03FEB2015:16:52:46,1000,P1315,C400
交强险,07FEB2015:16:40:00,07FEB2015:16:46:00,10FEB2015:08:53:15,400,P1281,C401
交强险,21FEB2015:22:15:00,21FEB2015:22:22:00,28FEB2015:12:19:31,1100,P1288,C402
交强险,08MAR2015:16:14:00,08MAR2015:16:20:00,08MAR2015:18:45:30,700,P1285,C403
交强险,13MAR2015:16:30:00,13MAR2015:16:50:00,14MAR2015:11:38:35,700,P1314,C404
交强险,27APR2015:09:22:00,27APR2015:09:28:00,28APR2015:12:18:25,1200,P1318,C405
交强险,02MAY2015:11:10:00,02MAY2015:11:12:00,02MAY2015:19:35:29,300,P1257,C406
交强险,25MAY2015:08:00:00,25MAY2015:15:25:00,25MAY2015:18:58:56,0,P1305,C407
交强险,07JUN2015:09:10:00,07JUN2015:09:46:00,07JUN2015:12:43:59,900,P1300,C408
交强险,07JUN2015:15:40:00,07JUN2015:15:54:00,10JUN2015:14:54:10,500,P1241,C409
交强险,12JUN2015:11:20:00,12JUN2015:11:26:00,12JUN2015:18:20:05,0,P1238,C410
交强险,22SEP2015:10:30:00,22SEP2015:13:36:00,23SEP2015:12:46:41,2700,P1402,C411
交强险,27SEP2015:17:50:00,27SEP2015:17:54:00,29SEP2015:13:34:12,400,P1288,C412
交强险,08OCT2015:11:00:00,08OCT2015:14:38:00,10OCT2015:11:36:10,1000,P1298,C413
交强险,19OCT2015:08:55:00,19OCT2015:09:01:00,19OCT2015:18:24:45,800,P1348,C414
交强险,16OCT2015:20:50:00,16OCT2015:20:54:00,20OCT2015:16:03:26,1100,P1332,C415
交强险,22OCT2015:15:12:00,22OCT2015:15:18:00,22OCT2015:17:37:41,1150,P1391,C416
交强险,01NOV2015:10:45:00,01NOV2015:10:50:00,01NOV2015:15:20:55,400,P1398,C417
交强险,03NOV2015:07:00:00,03NOV2015:07:07:00,03NOV2015:15:04:41,500,P1380,C418
交强险,14NOV2015:10:10:00,14NOV2015:10:16:00,14NOV2015:18:43:06,600,P1322,C419
交强险,16NOV2015:08:10:00,16NOV2015:08:15:00,16NOV2015:16:12:52,1400,P1384,C420
交强险,20NOV2015:16:40:00,20NOV2015:16:46:00,20NOV2015:18:51:07,1000,P1416,C421
交强险,26NOV2015:14:10:00,26NOV2015:14:16:00,30NOV2015:15:05:01,700,P1384,C422
交强险,03DEC2015:11:45:00,03DEC2015:11:52:00,03DEC2015:18:30:07,2100,P1393,C423
交强险,11DEC2015:15:20:00,11DEC2015:15:29:00,31DEC2015:19:53:55,2100,P1356,C424
交强险,15DEC2015:15:40:00,15DEC2015:15:43:00,16DEC2015:11:49:46,2000,P1303,C425
交强险,17DEC2015:14:15:00,17DEC2015:14:24:00,30DEC2015:15:29:35,2100,P1433,C426
交强险,26DEC2015:14:40:00,26DEC2015:14:49:00,26DEC2015:17:41:57,700.2,P1295,C427
交强险,18JAN2016:11:10:00,18JAN2016:11:15:00,18JAN2016:15:59:37,2000,P1352,C428
交强险,15JAN2016:17:30:00,15JAN2016:18:02:00,17FEB2016:10:14:28,2940,P1328,C429
交强险,18FEB2016:11:00:00,18FEB2016:11:04:00,18FEB2016:14:04:07,500,P1367,C430
交强险,05MAY2016:12:00:00,05MAY2016:14:51:00,05MAY2016:16:10:33,2100,P1465,C431
交强险,07MAY2016:04:30:00,09MAY2016:10:47:00,18MAY2016:17:14:47,2100,P1508,C432
交强险,23MAY2016:18:45:00,23MAY2016:19:26:00,23MAY2016:21:59:23,850,P1503,C433
交强险,22JUN2016:16:10:00,22JUN2016:16:22:00,23JUN2016:09:25:11,700,P1474,C434
交强险,31JUL2016:17:50:00,31JUL2016:18:02:00,01AUG2016:20:00:52,600,P1543,C435
交强险,05AUG2016:15:15:00,05AUG2016:15:42:00,05AUG2016:19:45:14,2000,P1472,C436
交强险,11AUG2016:19:05:00,11AUG2016:19:12:00,12AUG2016:09:37:51,400,P1542,C437
交强险,21AUG2016:22:40:00,21AUG2016:22:48:00,22AUG2016:12:46:12,700,P1538,C438
